pacman 5.2.1-5
pacman-contrib 1.3.0-2
pacman-mirrorlist 20200411-1
pam 1.3.1-2
pambase 20190105.1-2
pango 1:1.44.7+11+g73b46b04-1
pangomm 2.42.1-2
papirus-icon-theme 20200430-1
parallel 20200322-1
parted 3.3-1
patch 2.7.6-8
pavucontrol 1:4.0-1
pciutils 3.6.4-1
pcre 8.44-1
pcre2 10.34-3
pcsclite 1.8.26-1
perl 5.30.2-1
perl-alien-build 2.22-1
perl-alien-libxml2 0.16-1
perl-capture-tiny 0.48-2
perl-clone 0.45-1
perl-encode-locale 1.05-5
perl-error 0.17029-1
perl-extutils-depends 0.8000-2
perl-extutils-pkgconfig 1.16-5
perl-ffi-checklib 0.27-1
perl-file-chdir 0.1011-3
perl-file-listing 6.04-6
perl-file-which 1.23-2
perl-html-parser 3.72-8
perl-html-tagset 3.20-8
perl-http-cookies 6.08-1
perl-http-daemon 6.06-1
perl-http-date 6.05-1
perl-http-message 6.24-1
perl-http-negotiate 6.01-6
perl-io-html 1.001-5
perl-libwww 6.44-1
perl-lwp-mediatypes 6.02-6
perl-mailtools 2.21-2
perl-net-http 6.19-2
perl-parse-yapp 1.21-2
perl-path-tiny 0.112-1
perl-sgmls 1:1.1-6
perl-timedate 2.32-1
perl-try-tiny 0.30-3
perl-uri 1.76-2
perl-www-robotrules 6.02-6
perl-xml-libxml 2.0205-1
perl-xml-namespacesupport 1.12-3
perl-xml-parser 2.46-1
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-3
perl-xml-sax-expat 0.51-6
pfetch 0.6.0-1
phonon-qt5 4.11.1-1
phonon-qt5-gstreamer 4.10.0-1
picom 8-2
pinentry 1.1.0-5
pipes.sh 1.3.0-1
pixman 0.40.0-1
pixterm 1.3.1-1
pkcs11-helper 1.26.0-1
pkgconf 1.6.3-4
plasma-framework 5.70.1-1
playerctl 2.1.1-1
polkit 0.116-5
polkit-gnome 0.105-4
polkit-qt5 0.113.0-1
polybar 3.4.3-1
poppler 0.88.0-1
poppler-data 0.4.9-2
poppler-glib 0.88.0-1
popt 1.16-12
portaudio 1:19.6.0-6
potrace 1.16-1
ppp 2.4.7-7
pptpclient 1.10.0-2
prettier 2.0.5-1
prison 5.70.0-1
procps-ng 3.3.16-1
projectm 3.1.3-1
protobuf 3.11.4-1
proton 5.0.1-1
psmisc 23.3-2
pulseaudio 13.0-3
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 13.0-3
pygobject-devel 3.36.1-1
pygtk 2.24.0-12
python 3.8.2-2
python-anytree 2.8.0-1
python-appdirs 1.4.4-1
python-attrs 19.3.0-4
python-babel 2.8.0-4
python-beaker 1.11.0-4
python-cachecontrol 0.12.6-1
python-cairo 1.19.1-1
python-certifi 2019.11.28-1
python-chardet 3.0.4-4
python-colorama 0.4.3-1
python-colorthief 0.2.1-1
python-configobj 5.0.6-7
python-contextlib2 0.6.0.post1-1
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-distlib 0.3.0-1
python-distro 1.5.0-1
python-distutils-extra 2.39-5
python-docopt 0.6.2-7
python-docutils 0.16-1
python-dulwich 0.19.16-1
python-evdev 1.3.0-1
python-fastimport 0.9.8-1
python-gobject 3.36.1-1
python-haishoku 1.1.8-1
python-html5lib 1.0.1-7
python-idna 2.9-1
python-imagesize 1.2.0-1
python-jinja 2.11.2-1
python-lxml 4.5.0-1
python-mako 1.1.2-3
python-markdown 3.1.1-4
python-markupsafe 1.1.1-3
python-msgpack 1.0.0-1
python-numpy 1.18.4-1
python-ordered-set 3.1.1-1
python-packaging 20.3-1
python-patiencediff 0.1.0-1
python-pep517 0.8.2-1
python-pillow 6.2.1-1
python-pip 20.0.2-1
python-progress 1.5-3
python-psutil 5.7.0-1
python-pyaml 20.4.0-2
python-pygments 2.6.1-2
python-pyparsing 2.4.7-1
python-pypeg2 2.15.2-5
python-pyqt5 5.14.2-1
python-pyqt5-sip 12.7.2-1
python-pyqtwebengine 5.14.0-3
python-pystache 0.5.4-7
python-pytoml 0.1.21-3
python-pytz 2020.1-1
python-pyudev 0.22-2
python-pywal 3.3.0-2
python-pyxdg 0.26-6
python-requests 2.23.0-1
python-retrying 1.3.3-6
python-scipy 1.4.1-1
python-setproctitle 1.1.10-5
python-setuptools 1:46.3.1-1
python-six 1.14.0-1
python-snowballstemmer 2.0.0-3
python-sphinx 3.0.3-1
python-sphinx-alabaster-theme 0.7.12-3
python-sphinxcontrib-applehelp 1.0.2-1
python-sphinxcontrib-devhelp 1.0.2-1
python-sphinxcontrib-htmlhelp 1.0.3-1
python-sphinxcontrib-jsmath 1.0.1-4
python-sphinxcontrib-qthelp 1.0.3-1
python-sphinxcontrib-serializinghtml 1.1.4-1
python-toml 0.10.1-1
python-ueberzug 18.1.5-1
python-urllib3 1.25.9-1
python-webencodings 0.5.1-4
python-xapp 2.0.0-1
python-xlib 0.27-1
python-yaml 5.3.1-1
python2 2.7.18-1
python2-appdirs 1.4.4-1
python2-cairo 1.18.2-4
python2-dbus 1.2.16-1
python2-distutils-extra 2.39-5
python2-gobject2 2.28.7-5
python2-numpy 1.16.6-1
python2-ordered-set 3.1.1-1
python2-packaging 20.3-1
python2-pillow 6.2.1-1
python2-pycryptodomex 3.9.7-1
python2-pyparsing 2.4.7-1
python2-setuptools 2:44.1.0-1
python2-simplejson 3.17.0-1
python2-six 1.14.0-1
qbittorrent 4.2.5-1
qca 2.3.0-1
qmplay2 20.05.02-1
qqc2-desktop-style 5.70.0-1
qrencode 4.0.2-1
qt5-base 5.14.2-2
qt5-connectivity 5.14.2-1
qt5-declarative 5.14.2-1
qt5-graphicaleffects 5.14.2-1
qt5-imageformats 5.14.2-1
qt5-location 5.14.2-2
qt5-multimedia 5.14.2-1
qt5-quickcontrols 5.14.2-1
qt5-quickcontrols2 5.14.2-1
qt5-script 5.14.2-1
qt5-sensors 5.14.2-1
qt5-speech 5.14.2-1
qt5-styleplugins 5.0.0.20170311-20
qt5-svg 5.14.2-1
qt5-tools 5.14.2-2
qt5-translations 5.14.2-1
qt5-wayland 5.14.2-1
qt5-webchannel 5.14.2-1
qt5-webengine 5.14.2-3
qt5-webkit 5.212.0alpha4-4
qt5-x11extras 5.14.2-1
qt5ct 0.41-2
qutebrowser 1.11.1-1
ranger 1.9.3-1
raptor 2.0.15-13
rasqal 1:0.9.33-3
re2 1:20200501-1
readline 8.0.004-1
redland 1:1.0.17-7
reflector 2020.3.21.2-1
reiserfsprogs 3.6.27-3
rest 0.8.1-3
resvg 0.9.0-1
rhash 1.3.9-1
rofi 1.5.4-1
rsync 3.1.3-3
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 1.8.2-3
ruby 2.7.1-2
ruby-irb 1.2.1-1
ruby-reline 0.0.7-2
rubygems 3.1.2-4
run-parts 4.8.6.1-2
rust 1:1.43.1-1
samba 4.12.2-3
sassc 3.6.1-1
sbc 1.4-1
sdl 1.2.15-13
sdl2 2.0.12-1
sdl2_image 2.0.5-1
sdl2_mixer 2.0.4-3
sdl2_ttf 2.0.15-1
sdl_image 1.2.12-5
sdl_mixer 1.2.12-7
sdl_ttf 2.0.11-5
sed 4.8-1
semver 7.3.2-1
serd 0.30.4-1
sgml-common 0.6.3-6
shaderc 2020.0-1
shadow 4.8.1-1
shared-mime-info 2.0+1+g6bf9e4f-1
siji-git r23.c691f20-1
sl 5.02-5
slang 2.3.2-2
smartmontools 7.1-1
smbclient 4.12.2-3
smpeg 0.4.5-4
smplayer 20.4.2-1
snappy 1.1.8-1
sndio 1.6.0-1
solid 5.70.0-1
sonnet 5.70.0-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
speedtest-cli 2.1.2-2
speex 1.2.0-2
speexdsp 1.2.0-1
spirv-headers-git r245.c0df742-1
spirv-tools 2020.2-1
sqlite 3.31.1-1
sratom 0.6.4-1
srt 1.4.1-1
startup-notification 0.12-6
steam 1.0.0.62-1
steam-native-runtime 1.0.0.62-1
stoken 0.92-4
sublime-text-dev 3.3211-1
sudo 1.8.31.p1-1
suitesparse 5.7.2-1
sweet-theme-git r75.d081183-1
sxhkd 0.6.1-1
syntax-highlighting 5.70.0-1
sysfsutils 2.1.0-11
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 245.5-2
systemd-libs 245.5-2
systemd-sysvcompat 245.5-2
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.3.1-1
tar 1.32-3
tdb 1.4.3-2
telegram-desktop 2.1.6-1
termite 15-1
termite-terminfo 15-1
tevent 1:0.10.2-1
texinfo 6.7-3
thin-provisioning-tools 0.8.5-3
threadweaver 5.70.0-1
tinyxml 2.6.2-6
tlauncher 1:1.114.4-3
tmatrix-git 1.3.r15.g1bc5eb9-1
totem 3.34.1-2
totem-pl-parser 3.26.5-1
tslib 1.21-1
ttf-cascadia-code 1910.04-1
ttf-dejavu 2.37-3
ttf-font-awesome 5.13.0-1
ttf-hack 3.003-2
ttf-menlo-powerline-git r6.07e91f6-1
ttf-opensans 1.101-1
ttf-unifont 13.0.02-1
tty-clock 2.3-1
tumbler 0.2.8-1
twolame 0.4.0-2
tzdata 2020a-1
uchardet 0.0.7-1
udisks2 2.8.4-2
unace 2.5-11
unicode-character-database 13.0.0-1
unicode-emoji 13.0-2
unrar 1:5.9.2-1
unzip 6.0-14
upower 0.99.11-1
usbmuxd 1.1.0+69+g8a69f1a-1
usbutils 012-2
util-linux 2.35.1-2
v4l-utils 1.18.1-1
vala 0.48.5-1
vamp-plugin-sdk 2.9.0-1
vcdimager 2.0.1-2
vid.stab 1.1-2
viewnior 1.7-2
vim 8.2.0717-2
vim-runtime 8.2.0717-2
virtualbox 6.1.6-1
virtualbox-host-modules-arch 6.1.6-13
visual-studio-code-bin 1.45.1-1
vkd3d-valve-git 1.1.r950.g4e3ea62-1
vlc 3.0.10-1
vmaf 1.5.1-1
volume_key 0.3.12-2
vpnc 1:0.5.3.r462.r78-1
vte-common 0.60.2-2
vte3 0.60.2-2
vulkan-headers 1:1.2.140-1
vulkan-icd-loader 1.2.140-1
vulkan-intel 20.0.7-2
w3m 0.5.3.git20200507-1
wavpack 5.2.0-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.28.2-2
webrtc-audio-processing 0.3.1-1
wget 1.20.3-3
whatsapp-nativefier-dark 0.20200428132708-1
which 2.21-5
wildmidi 0.4.3-1
wine-gecko 2.47.1-1
wine-mono 5.0.0-1
wine-valve-git 5.0.r517.g0d172e8aec-1
winetricks 20200412-1
wireless_tools 30.pre9-3
woeusb 3.3.1-1
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.0-1
wxgtk-common 3.0.5.1-1
wxgtk2 3.0.5.1-1
x264 3:0.159.r2999.296494a-1
x265 3.3-1
xapps 1.8.4-1
xbitmaps 1.1.2-2
xcb-proto 1.14-1
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xcursor-breeze 1:5.18.3-1
xdg-dbus-proxy 0.1.2-1
xdg-user-dirs 0.17-2
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-libinput 0.29.0-2
xf86-input-synaptics 1.9.1-1
xf86-video-intel 1:2.99.917+908+g7181c5a4-1
xfce4-dev-tools 4.14.0-1
xfce4-power-manager 1.6.6-1
xfce4-settings 4.14.3-1
xfce4-taskmanager 1.2.3-1
xfconf 4.14.3-1
xfsprogs 5.6.0-2
xkeyboard-config 2.29-1
xmlsec 1.2.30-2
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-encodings 1.0.5-1
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.8-2
xorg-server-common 1.20.8-2
xorg-setxkbmap 1.3.2-1
xorg-xauth 1.1-1
xorg-xcursorgen 1.0.7-1
xorg-xdpyinfo 1.3.2-3
xorg-xkbcomp 1.4.3-1
xorg-xkill 1.0.5-2
xorg-xmessage 1.0.5-2
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorgproto 2020.1-1
xreader 2.6.0-1
xterm 356-1
xvidcore 1.3.7-1
xxhash 0.7.3-1
xz 5.2.5-1
yajl 2.1.0-2
yarn 1.22.4-1
yay 9.4.7-1
yelp-tools 3.32.2-1
yelp-xsl 3.36.0-1
zbar 0.23.1-1
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zip 3.0-9
zita-alsa-pcmi 0.3.2-2
zita-resampler 1.6.2-2
zlib 1:1.2.11-4
zsh 5.8-1
zstd 1.4.4-1
zvbi 0.2.35-4
zziplib 0.13.71-1
